,0
AR.districts.West Kameng.total.recovered,3518
AR.districts.West Kameng.total.tested,28155
AR.districts.West Kameng.total.vaccinated1,55710
AR.districts.West Kameng.total.vaccinated2,40321
AR.districts.West Siang.delta.recovered,-5
AR.districts.West Siang.delta21_14.confirmed,4
AR.districts.West Siang.delta7.recovered,3
AR.districts.West Siang.delta7.vaccinated1,63
AR.districts.West Siang.delta7.vaccinated2,640
AR.districts.West Siang.meta.population,112272
AR.districts.West Siang.meta.tested.date,2021-01-28
AR.districts.West Siang.total.confirmed,1868
AR.districts.West Siang.total.deceased,6
AR.districts.West Siang.total.recovered,1856
AR.districts.West Siang.total.tested,13192
AR.districts.West Siang.total.vaccinated1,33773
AR.districts.West Siang.total.vaccinated2,27867
AR.meta.date,2021-10-31
AR.meta.last_updated,2021-11-01T11:20:24+05:30
AR.meta.notes,[July 25]: All numbers corresponding to Papum Pare and Captial Complex are tracked under Papum Pare district.
AR.meta.population,1504000
AR.meta.tested.date,2021-10-31
AR.meta.tested.source,https://twitter.com/DirHealth_ArPr/status/1454823191751233544?s=20
AR.meta.vaccinated.date,2021-10-31
AR.total.confirmed,55155
AR.total.deceased,280
AR.total.recovered,54774
AR.total.tested,1185436
AR.total.vaccinated1,771875
AR.total.vaccinated2,534486
AS.delta.confirmed,212
AS.delta.deceased,1
AS.delta.recovered,236
AS.delta.tested,15060
AS.delta.vaccinated1,19124
AS.delta.vaccinated2,37463
AS.delta21_14.confirmed,1499
AS.delta7.confirmed,2056
AS.delta7.deceased,24
AS.delta7.recovered,2215
AS.delta7.tested,269097
AS.delta7.vaccinated1,274869
AS.delta7.vaccinated2,849889
AS.districts.Baksa.delta.vaccinated1,39
AS.districts.Baksa.delta.vaccinated2,172
AS.districts.Baksa.delta7.vaccinated1,2992
AS.districts.Baksa.delta7.vaccinated2,15169
AS.districts.Baksa.meta.population,953773
AS.districts.Baksa.total.vaccinated1,553967
AS.districts.Baksa.total.vaccinated2,136574
AS.districts.Barpeta.delta.vaccinated1,369
AS.districts.Barpeta.delta.vaccinated2,1035
AS.districts.Barpeta.delta7.vaccinated1,10495
AS.districts.Barpeta.delta7.vaccinated2,48544
AS.districts.Barpeta.meta.population,1693190
AS.districts.Barpeta.total.vaccinated1,1095048
AS.districts.Barpeta.total.vaccinated2,448006
AS.districts.Biswanath.delta.vaccinated1,507
AS.districts.Biswanath.delta.vaccinated2,1655
AS.districts.Biswanath.delta7.vaccinated1,5661
AS.districts.Biswanath.delta7.vaccinated2,35727
AS.districts.Biswanath.meta.population,612491
AS.districts.Biswanath.total.vaccinated1,456088
AS.districts.Biswanath.total.vaccinated2,213437
AS.districts.Bongaigaon.delta.vaccinated1,85
AS.districts.Bongaigaon.delta.vaccinated2,1287
AS.districts.Bongaigaon.delta7.vaccinated1,2784
AS.districts.Bongaigaon.delta7.vaccinated2,18356
AS.districts.Bongaigaon.meta.population,732639
AS.districts.Bongaigaon.total.vaccinated1,493242
AS.districts.Bongaigaon.total.vaccinated2,183782
AS.districts.Cachar.delta.vaccinated1,2149
AS.districts.Cachar.delta.vaccinated2,966
AS.districts.Cachar.delta7.vaccinated1,26826
AS.districts.Cachar.delta7.vaccinated2,21591
AS.districts.Cachar.meta.population,1736319
AS.districts.Cachar.total.vaccinated1,1101266
AS.districts.Cachar.total.vaccinated2,402535
AS.districts.Charaideo.delta.vaccinated1,3
AS.districts.Charaideo.delta.vaccinated2,26
AS.districts.Charaideo.delta7.vaccinated1,1853
AS.districts.Charaideo.delta7.vaccinated2,16868
AS.districts.Charaideo.total.vaccinated1,309125
AS.districts.Charaideo.total.vaccinated2,111219
AS.districts.Chirang.delta.vaccinated1,22
AS.districts.Chirang.delta.vaccinated2,89
AS.districts.Chirang.delta7.vaccinated1,2488
AS.districts.Chirang.delta7.vaccinated2,9573
AS.districts.Chirang.meta.population,481818
AS.districts.Chirang.total.vaccinated1,288696
AS.districts.Chirang.total.vaccinated2,102397
AS.districts.Darrang.delta.vaccinated1,365
AS.districts.Darrang.delta.vaccinated2,270
AS.districts.Darrang.delta7.vaccinated1,17453
AS.districts.Darrang.delta7.vaccinated2,21800
AS.districts.Darrang.meta.population,908090
AS.districts.Darrang.total.vaccinated1,596783
AS.districts.Darrang.total.vaccinated2,183724
AS.districts.Dhemaji.delta.vaccinated1,55
AS.districts.Dhemaji.delta.vaccinated2,47
AS.districts.Dhemaji.delta7.vaccinated1,3423
AS.districts.Dhemaji.delta7.vaccinated2,15318
AS.districts.Dhemaji.meta.population,688077
AS.districts.Dhemaji.total.vaccinated1,431792
AS.districts.Dhemaji.total.vaccinated2,184251
AS.districts.Dhubri.delta.vaccinated1,1042
AS.districts.Dhubri.delta.vaccinated2,1906
AS.districts.Dhubri.delta7.vaccinated1,12450
AS.districts.Dhubri.delta7.vaccinated2,25644
AS.districts.Dhubri.meta.population,1948632
AS.districts.Dhubri.total.vaccinated1,945264
AS.districts.Dhubri.total.vaccinated2,229696
AS.districts.Dibrugarh.delta.vaccinated1,699
AS.districts.Dibrugarh.delta.vaccinated2,4007
AS.districts.Dibrugarh.delta7.vaccinated1,8869
AS.districts.Dibrugarh.delta7.vaccinated2,38695
AS.districts.Dibrugarh.meta.population,1327748
AS.districts.Dibrugarh.meta.tested.date,2021-02-01
AS.districts.Dibrugarh.total.tested,301657
AS.districts.Dibrugarh.total.vaccinated1,914640
AS.districts.Dibrugarh.total.vaccinated2,430800
AS.districts.Dima Hasao.delta.vaccinated1,160
AS.districts.Dima Hasao.delta.vaccinated2,59
AS.districts.Dima Hasao.delta7.vaccinated1,2532
AS.districts.Dima Hasao.delta7.vaccinated2,3737
AS.districts.Dima Hasao.meta.population,213529
AS.districts.Dima Hasao.total.vaccinated1,116318
AS.districts.Dima Hasao.total.vaccinated2,62593
AS.districts.Goalpara.delta.vaccinated1,47
AS.districts.Goalpara.delta.vaccinated2,81
AS.districts.Goalpara.delta7.vaccinated1,4013
AS.districts.Goalpara.delta7.vaccinated2,30725
AS.districts.Goalpara.meta.population,1008959
AS.districts.Goalpara.total.vaccinated1,662016
AS.districts.Goalpara.total.vaccinated2,195521
AS.districts.Golaghat.delta.vaccinated1,504
AS.districts.Golaghat.delta.vaccinated2,2676
AS.districts.Golaghat.delta7.vaccinated1,6525
AS.districts.Golaghat.delta7.vaccinated2,51417
AS.districts.Golaghat.meta.population,1058674
AS.districts.Golaghat.total.vaccinated1,711564
AS.districts.Golaghat.total.vaccinated2,306745
AS.districts.Hailakandi.delta.vaccinated1,88
AS.districts.Hailakandi.delta.vaccinated2,705
AS.districts.Hailakandi.delta7.vaccinated1,1724
AS.districts.Hailakandi.delta7.vaccinated2,11247
AS.districts.Hailakandi.meta.population,659260
AS.districts.Hailakandi.total.vaccinated1,422295
AS.districts.Hailakandi.total.vaccinated2,146888
AS.districts.Hojai.delta.vaccinated1,512
AS.districts.Hojai.delta.vaccinated2,2979
AS.districts.Hojai.delta7.vaccinated1,6217
AS.districts.Hojai.delta7.vaccinated2,36724
AS.districts.Hojai.meta.population,931218
AS.districts.Hojai.total.vaccinated1,602504
AS.districts.Hojai.total.vaccinated2,274035
AS.districts.Jorhat.delta.vaccinated1,225
AS.districts.Jorhat.delta.vaccinated2,2154
AS.districts.Jorhat.delta7.vaccinated1,3383
AS.districts.Jorhat.delta7.vaccinated2,39677
AS.districts.Jorhat.meta.population,1091295
AS.districts.Jorhat.total.vaccinated1,649267
AS.districts.Jorhat.total.vaccinated2,297724
AS.districts.Kamrup.delta.vaccinated1,231
AS.districts.Kamrup.delta.vaccinated2,253
AS.districts.Kamrup.delta7.vaccinated1,10451
AS.districts.Kamrup.delta7.vaccinated2,45828
AS.districts.Kamrup.meta.population,1517202
AS.districts.Kamrup.total.vaccinated1,1079092
AS.districts.Kamrup.total.vaccinated2,409628
AS.districts.Kamrup Metropolitan.delta.vaccinated1,359
AS.districts.Kamrup Metropolitan.delta.vaccinated2,1713
AS.districts.Kamrup Metropolitan.delta7.vaccinated1,6625
AS.districts.Kamrup Metropolitan.delta7.vaccinated2,38155
AS.districts.Kamrup Metropolitan.meta.population,1260419
AS.districts.Kamrup Metropolitan.total.vaccinated1,1246239
AS.districts.Kamrup Metropolitan.total.vaccinated2,875897
AS.districts.Karbi Anglong.delta.vaccinated1,342
AS.districts.Karbi Anglong.delta.vaccinated2,280
AS.districts.Karbi Anglong.delta7.vaccinated1,13744
AS.districts.Karbi Anglong.delta7.vaccinated2,12778
AS.districts.Karbi Anglong.meta.population,965280
AS.districts.Karbi Anglong.total.vaccinated1,284600
AS.districts.Karbi Anglong.total.vaccinated2,102798
AS.districts.Karimganj.delta.vaccinated1,331
AS.districts.Karimganj.delta.vaccinated2,1382
AS.districts.Karimganj.delta7.vaccinated1,5088
AS.districts.Karimganj.delta7.vaccinated2,20659
AS.districts.Karimganj.meta.population,1217002
AS.districts.Karimganj.total.vaccinated1,681216
AS.districts.Karimganj.total.vaccinated2,203575
AS.districts.Kokrajhar.delta.vaccinated1,162
AS.districts.Kokrajhar.delta.vaccinated2,823
AS.districts.Kokrajhar.delta7.vaccinated1,3935
AS.districts.Kokrajhar.delta7.vaccinated2,19711
AS.districts.Kokrajhar.meta.population,886999
AS.districts.Kokrajhar.total.vaccinated1,538901
AS.districts.Kokrajhar.total.vaccinated2,156488
AS.districts.Lakhimpur.delta.vaccinated1,148
AS.districts.Lakhimpur.delta.vaccinated2,1555
AS.districts.Lakhimpur.delta7.vaccinated1,5870
AS.districts.Lakhimpur.delta7.vaccinated2,42164
AS.districts.Lakhimpur.meta.population,1040644
AS.districts.Lakhimpur.total.vaccinated1,681386
AS.districts.Lakhimpur.total.vaccinated2,301369
AS.districts.Majuli.delta.vaccinated1,36
AS.districts.Majuli.delta.vaccinated2,166
AS.districts.Majuli.delta7.vaccinated1,1524
AS.districts.Majuli.delta7.vaccinated2,7176
AS.districts.Majuli.meta.population,167304
AS.districts.Majuli.total.vaccinated1,117599
AS.districts.Majuli.total.vaccinated2,82507
AS.districts.Morigaon.delta.vaccinated1,264
AS.districts.Morigaon.delta.vaccinated2,482
AS.districts.Morigaon.delta7.vaccinated1,5298
AS.districts.Morigaon.delta7.vaccinated2,27861
AS.districts.Morigaon.meta.population,957853
AS.districts.Morigaon.total.vaccinated1,592446
AS.districts.Morigaon.total.vaccinated2,212146
AS.districts.Nagaon.delta.vaccinated1,758
AS.districts.Nagaon.delta.vaccinated2,1481
AS.districts.Nagaon.delta7.vaccinated1,16396
AS.districts.Nagaon.delta7.vaccinated2,36734
AS.districts.Nagaon.meta.population,2826006
AS.districts.Nagaon.total.vaccinated1,1203831
AS.districts.Nagaon.total.vaccinated2,448081
AS.districts.Nalbari.delta.vaccinated1,388
AS.districts.Nalbari.delta.vaccinated2,1492
AS.districts.Nalbari.delta7.vaccinated1,6785
AS.districts.Nalbari.delta7.vaccinated2,25411
AS.districts.Nalbari.meta.population,769919
AS.districts.Nalbari.total.vaccinated1,483076
AS.districts.Nalbari.total.vaccinated2,168392
AS.districts.Sivasagar.delta.vaccinated1,46
AS.districts.Sivasagar.delta.vaccinated2,714
AS.districts.Sivasagar.delta7.vaccinated1,1946
AS.districts.Sivasagar.delta7.vaccinated2,23104
AS.districts.Sivasagar.meta.population,1150253
AS.districts.Sivasagar.total.vaccinated1,478954
AS.districts.Sivasagar.total.vaccinated2,223921
AS.districts.Sonitpur.delta.vaccinated1,448
AS.districts.Sonitpur.delta.vaccinated2,2664
AS.districts.Sonitpur.delta7.vaccinated1,8341
AS.districts.Sonitpur.delta7.vaccinated2,48290
AS.districts.Sonitpur.meta.population,1925975
AS.districts.Sonitpur.total.vaccinated1,767841
AS.districts.Sonitpur.total.vaccinated2,434213
AS.districts.South Salmara Mankachar.delta.vaccinated1,260
AS.districts.South Salmara Mankachar.delta.vaccinated2,1288
AS.districts.South Salmara Mankachar.delta7.vaccinated1,1978
AS.districts.South Salmara Mankachar.delta7.vaccinated2,15304
AS.districts.South Salmara Mankachar.meta.population,555114
AS.districts.South Salmara Mankachar.total.vaccinated1,239906
AS.districts.South Salmara Mankachar.total.vaccinated2,76599
AS.districts.Tinsukia.delta.vaccinated1,6637
AS.districts.Tinsukia.delta.vaccinated2,1679
AS.districts.Tinsukia.delta7.vaccinated1,45002
AS.districts.Tinsukia.delta7.vaccinated2,22410
AS.districts.Tinsukia.meta.population,1316948
AS.districts.Tinsukia.total.vaccinated1,795057
AS.districts.Tinsukia.total.vaccinated2,286170
AS.districts.Udalguri.delta.vaccinated1,1935
AS.districts.Udalguri.delta.vaccinated2,1396
AS.districts.Udalguri.delta7.vaccinated1,17371
AS.districts.Udalguri.delta7.vaccinated2,19343
AS.districts.Udalguri.meta.population,832769
AS.districts.Udalguri.meta.tested.date,2020-09-16
AS.districts.Udalguri.total.tested,24661
AS.districts.Udalguri.total.vaccinated1,504439
AS.districts.Udalguri.total.vaccinated2,133919
AS.districts.Unknown.delta.confirmed,212
AS.districts.Unknown.delta.deceased,1
AS.districts.Unknown.delta.recovered,236
AS.districts.Unknown.delta21_14.confirmed,1499
AS.districts.Unknown.delta7.confirmed,2056
AS.districts.Unknown.delta7.deceased,24
AS.districts.Unknown.delta7.recovered,2215
AS.districts.Unknown.total.confirmed,610645
AS.districts.Unknown.total.deceased,5997
AS.districts.Unknown.total.other,1347
AS.districts.Unknown.total.recovered,600974
AS.districts.West Karbi Anglong.delta.vaccinated1,312
AS.districts.West Karbi Anglong.delta.vaccinated2,147
AS.districts.West Karbi Anglong.delta7.vaccinated1,4593
AS.districts.West Karbi Anglong.delta7.vaccinated2,4186
AS.districts.West Karbi Anglong.meta.population,300320
AS.districts.West Karbi Anglong.total.vaccinated1,127612
AS.districts.West Karbi Anglong.total.vaccinated2,42942
AS.meta.date,2021-10-31
AS.meta.last_updated,2021-11-01T09:54:14+05:30
AS.meta.notes,[Jan 1]: 1347 cases i.e Covid +'tive patients dead for other reasons have been deducted fom active count.
AS.meta.population,34293000
AS.meta.tested.date,2021-10-31
AS.meta.tested.source,https://twitter.com/nhm_assam/status/1454837285032103940?s=20
AS.meta.vaccinated.date,2021-10-31
AS.total.confirmed,610645
AS.total.deceased,5997
AS.total.other,1347
AS.total.recovered,600974
AS.total.tested,24712042
AS.total.vaccinated1,20172463
AS.total.vaccinated2,8068795
BR.delta.confirmed,8
BR.delta.recovered,9
BR.delta.tested,226443
BR.delta.vaccinated1,114694
BR.delta.vaccinated2,145827
BR.delta21_14.confirmed,30
BR.delta7.confirmed,40
BR.delta7.recovered,31
BR.delta7.tested,1378539
BR.delta7.vaccinated1,1286708
BR.delta7.vaccinated2,2144970
BR.districts.Araria.delta.vaccinated1,5177
BR.districts.Araria.delta.vaccinated2,3067
BR.districts.Araria.delta7.confirmed,2
BR.districts.Araria.delta7.vaccinated1,51331
BR.districts.Araria.delta7.vaccinated2,69085
BR.districts.Araria.meta.population,2806200
BR.districts.Araria.meta.tested.date,2020-10-03
BR.districts.Araria.total.confirmed,14978
BR.districts.Araria.total.deceased,116
BR.districts.Araria.total.recovered,14859
BR.districts.Araria.total.tested,219221
BR.districts.Araria.total.vaccinated1,1177154
BR.districts.Araria.total.vaccinated2,395227
BR.districts.Arwal.delta.vaccinated1,262
BR.districts.Arwal.delta.vaccinated2,1360
BR.districts.Arwal.delta7.vaccinated1,4059
BR.districts.Arwal.delta7.vaccinated2,17125
BR.districts.Arwal.meta.population,700843
BR.districts.Arwal.meta.tested.date,2021-01-31
BR.districts.Arwal.total.confirmed,7381
BR.districts.Arwal.total.deceased,74
BR.districts.Arwal.total.recovered,7307
BR.districts.Arwal.total.tested,101624
BR.districts.Arwal.total.vaccinated1,345175
BR.districts.Arwal.total.vaccinated2,116424
BR.districts.Aurangabad.delta.vaccinated1,1264
BR.districts.Aurangabad.delta.vaccinated2,2657
BR.districts.Aurangabad.delta7.vaccinated1,25561
BR.districts.Aurangabad.delta7.vaccinated2,56431
BR.districts.Aurangabad.meta.population,2511243
BR.districts.Aurangabad.meta.tested.date,2021-01-31
BR.districts.Aurangabad.total.confirmed,20011
BR.districts.Aurangabad.total.deceased,75
BR.districts.Aurangabad.total.recovered,19936
BR.districts.Aurangabad.total.tested,412007
BR.districts.Aurangabad.total.vaccinated1,1132482
BR.districts.Aurangabad.total.vaccinated2,407913
BR.districts.Banka.delta.vaccinated1,2635
BR.districts.Banka.delta.vaccinated2,3138
BR.districts.Banka.delta7.vaccinated1,24239
BR.districts.Banka.delta7.vaccinated2,34077
BR.districts.Banka.meta.population,2029339
BR.districts.Banka.meta.tested.date,2021-01-31
BR.districts.Banka.total.confirmed,7379
BR.districts.Banka.total.deceased,112
BR.districts.Banka.total.recovered,7267
BR.districts.Banka.total.tested,364776
BR.districts.Banka.total.vaccinated1,935177
BR.districts.Banka.total.vaccinated2,351254
BR.districts.Begusarai.delta.recovered,1
BR.districts.Begusarai.delta.vaccinated1,1906
BR.districts.Begusarai.delta.vaccinated2,2774
BR.districts.Begusarai.delta21_14.confirmed,8
BR.districts.Begusarai.delta7.confirmed,2
BR.districts.Begusarai.delta7.recovered,7
BR.districts.Begusarai.delta7.vaccinated1,33903
BR.districts.Begusarai.delta7.vaccinated2,65735
BR.districts.Begusarai.meta.population,2954367
BR.districts.Begusarai.meta.tested.date,2020-09-26
BR.districts.Begusarai.total.confirmed,27212
BR.districts.Begusarai.total.deceased,457
BR.districts.Begusarai.total.recovered,26754
BR.districts.Begusarai.total.tested,213670
BR.districts.Begusarai.total.vaccinated1,1430906
BR.districts.Begusarai.total.vaccinated2,480982
BR.districts.Bhagalpur.delta.recovered,1
BR.districts.Bhagalpur.delta.vaccinated1,2122
BR.districts.Bhagalpur.delta.vaccinated2,3458
BR.districts.Bhagalpur.delta21_14.confirmed,1
BR.districts.Bhagalpur.delta7.confirmed,1
BR.districts.Bhagalpur.delta7.recovered,1
BR.districts.Bhagalpur.delta7.vaccinated1,49875
BR.districts.Bhagalpur.delta7.vaccinated2,78088
BR.districts.Bhagalpur.meta.population,3032226
BR.districts.Bhagalpur.meta.tested.date,2021-01-31
